"";"codeGeo";"libgeo_cp"
"1480";"88200";"REMIREMONT"
"1481";"68600";"BIESHEIM"
"1482";"78780";"MAURECOURT"
"1483";"17C01";NA
"1484";"60510";"BRESLES"
"1485";"07700";"BOURG ST ANDEOL"
"1486";"85100";"LES SABLES D OLONNE/CHATEAU D OLONNE"
"1487";"9B022";NA
"1488";"38600";"FONTAINE"
"1489";"17340";"CHATELAILLON PLAGE"
"1490";"83740";"LA CADIERE D AZUR"
"1491";"74700";"SALLANCHES"
"1492";"79150";"ARGENTON LES VALLEES"
"1493";"47300";"VILLENEUVE SUR LOT"
"1494";"59260";"LEZENNES"
"1495";"27400";"LOUVIERS"
"1496";"53210";"ARGENTRE"
"1497";"09999";NA
"1498";"25320";"MONTFERRAND LE CHATEAU"
"1499";"49600";"BEAUPREAU"
"1500";"17520";"ARCHIAC"
"1501";"61270";"RAI"
"1502";"29830";"PLOUDALMEZEAU"
"1503";"50620";"GRAIGNES MESNIL ANGOT"
"1504";"13015";"MARSEILLE 15"
"1505";"27160";"BRETEUIL"
"1506";"2A999";NA
"1507";"06700";"ST LAURENT DU VAR"
"1508";"60590";"SERIFONTAINE"
"1509";"27920";NA
"1510";"14440";"DOUVRES LA DELIVRANDE"
"1511";"33160";"ST MEDARD EN JALLES"
"1512";"91690";"SACLAS"
"1513";"14230";"ISIGNY SUR MER"
"1514";"91C05";"VIDELLES/SOISY SUR ECOLE"
"1515";"33250";"PAUILLAC"
"1516";"44340";"BOUGUENAIS"
"1517";"02540";"VIELS MAISONS"
"1518";"85110";"CHANTONNAY"
"1519";"45550";"ST DENIS DE L HOTEL"
"1520";"62118";"BIACHE ST VAAST"
"1521";"55000";"BAR LE DUC"
"1522";"47999";NA
"1523";"57970";"YUTZ"
"1524";"77620";"EGREVILLE"
"1525";"08240";"BUZANCY"
"1526";"12270";"LA FOUILLADE"
"1527";"13999";NA
"1528";"40330";"AMOU"
"1529";"76410";"ST AUBIN LES ELBEUF"
"1530";"19000";"TULLE"
"1531";"19190";"BEYNAT"
"1532";"13012";"MARSEILLE 12"
"1533";"74270";"FRANGY"
"1534";"83520";"ROQUEBRUNE SUR ARGENS"
"1535";"13160";"CHATEAURENARD"
"1536";"06250";"MOUGINS"
"1537";"02220";"BRAINE"
"1538";"59000";"LILLE"
"1539";"59140";"DUNKERQUE"
"1540";"14160";"DIVES SUR MER"
"1541";"59229";"TETEGHEM"
"1542";"51220";"HERMONVILLE"
"1543";"59770";"MARLY"
"1544";"41130";"SELLES SUR CHER"
"1545";"37220";"L ILE BOUCHARD"
"1546";"59590";"RAISMES"
"1547";"59235";"BERSEE"
"1548";"14320";"ST MARTIN DE FONTENAY"
"1549";"50530";"SARTILLY"
"1550";"59830";"CYSOING"
"1551";"50700";"VALOGNES"
"1552";"59870";"MARCHIENNES"
"1553";"59450";"SIN LE NOBLE"
"1554";"59300";"VALENCIENNES"
"1555";"21370";"PLOMBIERES LES DIJON"
"1556";"59600";"MAUBEUGE"
"1557";"78590";"NOISY LE ROI"
"1558";"14450";"GRANDCAMP MAISY"
"1559";"63190";"LEZOUX"
"1560";"35136";"ST JACQUES DE LA LANDE"
"1561";"59118";"WAMBRECHIES"
"1562";"49080";"BOUCHEMAINE"
"1563";"13013";"MARSEILLE 13"
"1564";"03600";"COMMENTRY"
"1565";"29470";"PLOUGASTEL DAOULAS"
"1566";"59198";"HASPRES"
"1567";"59400";"CAMBRAI"
"1568";"30340";"ST PRIVAT DES VIEUX"
"1569";"93999";NA
"1570";"89220";"BLENEAU"
"1571";"9C999";NA
"1572";"83110";"SANARY SUR MER"
"1573";"14140";"LIVAROT"
"1574";"22560";"PLEUMEUR BODOU"
"1575";"17390";"LA TREMBLADE"
"1576";"13760";"ST CANNAT"
"1577";"76120";"LE GRAND QUEVILLY"
"1578";"56870";"BADEN"
"1579";"33480";"CASTELNAU DE MEDOC"
"1580";"79300";"BRESSUIRE"
"1581";"03360";"AINAY LE CHATEAU"
"1582";"03200";"VICHY"
"1583";"03430";"COSNE D ALLIER"
"1584";"41170";"MONDOUBLEAU"
"1585";"86280";"ST BENOIT"
"1586";"72300";"SABLE SUR SARTHE"
"1587";"56230";"QUESTEMBERT"
"1588";"51250";"SERMAIZE LES BAINS"
"1589";"14200";"HEROUVILLE ST CLAIR"
"1590";"67800";"BISCHHEIM"
"1591";"60490";"RESSONS SUR MATZ"
"1592";"17100";"SAINTES"
"1593";"2AC17";"PROPRIANO/OLMETO/FOZZANO"
"1594";"27730";"BUEIL"
"1595";"68120";"PFASTATT"
"1596";"60650";"LACHAPELLE AUX POTS"
"1597";"59111";"BOUCHAIN"
"1598";"67720";"HOERDT"
"1599";"22980";"PLELAN LE PETIT"
"1600";"78113";"CONDE SUR VESGRE"
"1601";"18410";"ARGENT SUR SAULDRE"
"1602";"76760";"YERVILLE"
"1603";"13410";"LAMBESC"
"1604";"40150";"SOORTS HOSSEGOR"
"1605";"81999";NA
"1606";"9B029";NA
"1607";"53110";"LASSAY LES CHATEAUX"
"1608";"40000";"MONT DE MARSAN"
"1609";"9A027";NA
"1610";"49700";"DOUE LA FONTAINE"
"1611";"56700";"HENNEBONT"
"1612";"66330";"CABESTANY"
"1613";"74800";"LA ROCHE SUR FORON"
"1614";"19600";"ST PANTALEON DE LARCHE"
"1615";"45750";"ST PRYVE ST MESMIN"
"1616";"56140";"MALESTROIT"
"1617";"41190";"HERBAULT"
"1618";"34200";"SETE"
"1619";"84100";"ORANGE"
"1620";"63200";"RIOM"
"1621";"12500";"ESPALION"
"1622";"54590";"HUSSIGNY GODBRANGE"
"1623";"30380";"ST CHRISTOL LES ALES"
"1624";"01210";"FERNEY VOLTAIRE"
"1625";"76190";"YVETOT"
"1626";"02999";NA
"1627";"41800";"MONTOIRE SUR LE LOIR"
"1628";"31250";"REVEL"
"1629";"19160";"NEUVIC"
"1630";"76700";"GONFREVILLE L ORCHER"
"1631";"31110";"BAGNERES DE LUCHON"
"1632";"30740";"LE CAILAR"
"1633";"9D000";NA
"1634";"74240";NA
"1635";"45450";"FAY AUX LOGES"
"1636";"35630";"HEDE BAZOUGES"
"1637";"64990";"MOUGUERRE"
"1638";"85350";NA
"1639";"29C03";"ILE DE SEIN/AUDIERNE"
"1640";"78950";"GAMBAIS"
"1641";"87120";"EYMOUTIERS"
"1642";"88250";"LA BRESSE"
"1643";"9J999";NA
"1644";"2BC09";"VALLE D ALESANI/CERVIONE"
"1645";"37500";"CHINON"
"1646";"28220";"CLOYES SUR LE LOIR"
"1647";"60730";"STE GENEVIEVE"
"1648";"83420";"LA CROIX VALMER"
"1649";"49330";"CHATEAUNEUF SUR SARTHE"
"1650";"12C04";"ESTAING/CAMPUAC"
"1651";"83830";"FIGANIERES"
"1652";"76240";"LE MESNIL ESNARD"
"1653";"99330";NA
"1654";"33680";"LACANAU"
"1655";"27330";"LA BARRE EN OUCHE"
"1656";"29999";NA
"1657";"11999";NA
"1658";"72600";"MAMERS"
"1659";"51800";"STE MENEHOULD"
"1660";"25200";"MONTBELIARD"
"1661";"03999";NA
"1662";"26700";"PIERRELATTE"
"1663";"86120";"LES TROIS MOUTIERS"
"1664";"34280";"LA GRANDE MOTTE"
"1665";"10270";"LUSIGNY SUR BARSE"
"1666";"02190";"GUIGNICOURT"
"1667";"31140";"AUCAMVILLE"
"1668";"60220";"FORMERIE"
"1669";"16999";NA
"1670";"25190";"ST HIPPOLYTE"
"1671";"13220";"CHATEAUNEUF LES MARTIGUES"
"1672";"10330";"CHAVANGES"
"1673";"60360";"CREVECOEUR LE GRAND"
"1674";"83C02";"RAYOL CANADEL SUR MER/CAVALAIRE SUR MER"
"1675";"45470";"TRAINOU"
"1676";"60320";"BETHISY ST PIERRE"
"1677";"41500";"MER"
"1678";"47360";"PRAYSSAS"
"1679";"54510";"TOMBLAINE"
"1680";"9B013";NA
"1681";"33390";"BLAYE"
"1682";"22290";"LANVOLLON"
"1683";"18240";"BOULLERET"
"1684";"87500";"ST YRIEIX LA PERCHE"
"1685";"64270";"SALIES DE BEARN"
"1686";"45730";"ST BENOIT SUR LOIRE"
"1687";"62680";"MERICOURT"
"1688";"83400";"HYERES"
"1689";"40990";"ST PAUL LES DAX"
"1690";"16220";"MONTBRON"
"1691";"18999";NA
"1692";"72250";"PARIGNE L EVEQUE"
"1693";"27530";"EZY SUR EURE"
"1694";"38110";"LA TOUR DU PIN"
"1695";"36500";"BUZANCAIS"
"1696";"35730";"PLEURTUIT"
"1697";"02350";"LIESSE NOTRE DAME"
"1698";"35370";"ARGENTRE DU PLESSIS"
"1699";"59139";"WATTIGNIES"
"1700";"27700";"LES ANDELYS"
"1701";"76400";"FECAMP"
"1702";"26290";"DONZERE"
"1703";"85610";"CUGAND"
"1704";"76930";"OCTEVILLE SUR MER"
"1705";"80200";"PERONNE"
"1706";"95999";NA
"1707";"34170";"CASTELNAU LE LEZ"
"1708";"44860";"PONT ST MARTIN"
"1709";"89710";"SENAN"
"1710";"27510";"TOURNY"
"1711";"13006";"MARSEILLE 06"
"1712";"22400";"LAMBALLE"
"1713";"9B020";NA
"1714";"99203";NA
"1715";"87270";"COUZEIX"
"1716";"44250";"ST BREVIN LES PINS"
"1717";"60710";"CHEVRIERES"
"1718";"47110";"STE LIVRADE SUR LOT"
"1719";"21560";"ARC SUR TILLE"
"1720";"9B028";NA
"1721";"45270";"BELLEGARDE"
"1722";"22820";"PLOUGRESCANT"
"1723";"89800";"CHABLIS"
"1724";"53700";"VILLAINES LA JUHEL"
"1725";"9F999";NA
"1726";"53300";"AMBRIERES LES VALLEES"
"1727";"13001";"MARSEILLE 01"
"1728";"55400";"ETAIN"
"1729";"52170";"BAYARD SUR MARNE"
"1730";"36300";"LE BLANC"
"1731";"59164";"MARPENT"
"1732";"76130";"MONT ST AIGNAN"
"1733";"89310";"NOYERS"
"1734";"37540";"ST CYR SUR LOIRE"
"1735";"87620";"SEREILHAC"
"1736";"9J090";NA
"1737";"9B011";NA
"1738";"18260";"VAILLY SUR SAULDRE"
"1739";"60880";"JAUX"
"1740";"27390";"MONTREUIL L ARGILLE"
"1741";"9D010";NA
"1742";"80110";"MOREUIL"
"1743";"78112";"FOURQUEUX"
"1744";"32110";"NOGARO"
"1745";"14C01";"ASNELLES/ARROMANCHES LES BAINS"
"1746";"99155";NA
"1747";"02450";"BOUE"
"1748";"99415";NA
"1749";"19250";"MEYMAC"
"1750";"36170";"ST BENOIT DU SAULT"
"1751";"22940";"PLAINTEL"
"1752";"86540";"THURE"
"1753";"9H026";NA
"1754";"29270";"CARHAIX PLOUGUER"
"1755";"83140";"SIX FOURS LES PLAGES"
"1756";"24320";"VERTEILLAC"
"1757";"59880";"ST SAULVE"
"1758";"77126";"CHATENAY SUR SEINE"
"1759";"16110";"LA ROCHEFOUCAULD"
"1760";"89240";"CHEVANNES"
"1761";"27230";"THIBERVILLE"
"1762";"85230";"BEAUVOIR SUR MER"
"1763";"23600";"BOUSSAC"
"1764";"77999";NA
"1765";"89999";NA
"1766";"89690";"CHEROY"
"1767";"85300";"CHALLANS"
"1768";"76510";"ST NICOLAS D ALIERMONT"
"1769";"83C03";"BRUE AURIAC/BARJOLS"
"1770";"10290";"MARCILLY LE HAYER"
"1771";"66000";"PERPIGNAN"
"1772";"59660";"MERVILLE"
"1773";"67205";"OBERHAUSBERGEN"
"1774";"02650";"CREZANCY"
"1775";"77122";"MONTHYON"
"1776";"60117";"VAUMOISE"
"1777";"02810";"GANDELU"
"1778";"57300";"HAGONDANGE"
"1779";"63115";"MEZEL"
"1780";"70240";"SAULX"
"1781";"27640";"BREUILPONT"
"1782";"44390";"NORT SUR ERDRE"
"1783";"99116";NA
"1784";"14999";NA
"1785";"31350";"BOULOGNE SUR GESSE"
"1786";"59100";"ROUBAIX"
"1787";"51270";"ORBAIS L ABBAYE"
"1788";"66130";"ILLE SUR TET"
"1789";"44190";"CLISSON"
"1790";"09000";"FOIX"
"1791";"13109";"SIMIANE COLLONGUE"
"1792";"99207";NA
"1793";"13940";"MOLLEGES"
"1794";"02850";"TRELOU SUR MARNE"
"1795";"14940";"SANNERVILLE"
"1796";"76950";"LES GRANDES VENTES"
"1797";"70290";"CHAMPAGNEY"
"1798";"18320";"JOUET SUR L AUBOIS"
"1799";"60480";"FROISSY"
"1800";"57720";"VOLMUNSTER"
"1801";"49250";"BEAUFORT EN VALLEE"
"1802";"03390";"MONTMARAULT"
"1803";"41320";"CHATRES SUR CHER"
"1804";"79320";"MONCOUTANT"
"1805";"56380";"GUER"
"1806";"62220";"CARVIN"
"1807";"17310";"ST PIERRE D OLERON"
"1808";"85540";"MOUTIERS LES MAUXFAITS"
"1809";"89630";"QUARRE LES TOMBES"
"1810";"27950";"ST MARCEL"
"1811";"78890";"GARANCIERES"
"1812";"44550";"MONTOIR DE BRETAGNE"
"1813";"27C07";"LA FERRIERE SUR RISLE/CONCHES EN OUCHE"
"1814";"27540";"IVRY LA BATAILLE"
"1815";"59220";"DENAIN"
"1816";"72170";"BEAUMONT SUR SARTHE"
"1817";"13600";"LA CIOTAT"
"1818";"27260";"EPAIGNES"
"1819";"35999";NA
"1820";"73000";"CHAMBERY"
"1821";"95770";"ST CLAIR SUR EPTE"
"1822";"80520";"WOINCOURT"
"1823";"11800";"TREBES"
"1824";"78121";"CRESPIERES"
"1825";"78126";NA
"1826";"95750";"CHARS"
"1827";"62575";"BLENDECQUES"
"1828";"41150";"ONZAIN"
"1829";"59128";"FLERS EN ESCREBIEUX"
"1830";"45380";"LA CHAPELLE ST MESMIN"
"1831";"27C02";"VESLY/DANGU"
"1832";"37230";"FONDETTES"
"1833";"11200";"LEZIGNAN CORBIERES"
"1834";"53230";"COSSE LE VIVIEN"
"1835";"28290";"ARROU"
"1836";"18210";"CHARENTON DU CHER"
"1837";"27560";"LIEUREY"
"1838";"95810";"ARRONVILLE"
"1839";"68720";"ZILLISHEIM"
"1840";"61380";"MOULINS LA MARCHE"
"1841";"01630";"ST GENIS POUILLY"
"1842";"85340";"OLONNE SUR MER"
"1843";"38550";"LE PEAGE DE ROUSSILLON"
"1844";"37140";"BOURGUEIL"
"1845";"25410";"ST VIT"
"1846";"90999";NA
"1847";"05000";"GAP"
"1848";"13190";"ALLAUCH"
"1849";"83510";"LORGUES"
"1850";"22500";"PAIMPOL"
"1851";"71480";"CUISEAUX"
"1852";"61210";"PUTANGES PONT ECREPIN"
"1853";"72380";"STE JAMME SUR SARTHE"
"1854";"46300";"GOURDON"
"1855";"82370";"LABASTIDE ST PIERRE"
"1856";"01000";"BOURG EN BRESSE"
"1857";"44350";"GUERANDE"
"1858";"97999";NA
"1859";"61300";"L AIGLE"
"1860";"24390";"HAUTEFORT"
"1861";"80999";NA
"1862";"33400";"TALENCE"
"1863";"76260";"EU"
"1864";"60C04";"ST CREPIN IBOUVILLERS/IVRY LE TEMPLE"
"1865";"40410";"PISSOS"
"1866";"50690";"MARTINVAST"
"1867";"61550";"LA FERTE FRENEL"
"1868";"18230";"ST DOULCHARD"
"1869";"60640";"GUISCARD"
"1870";"17C03";"ILE D AIX/FOURAS"
"1871";"61290";"LONGNY AU PERCHE"
"1872";"60119";"HENONVILLE"
"1873";"14310";"VILLERS BOCAGE"
"1874";"56750";"DAMGAN"
"1875";"31460";"CARAMAN"
"1876";"54119";"DOMGERMAIN"
"1877";"04C05";"PEYRUIS/MONTFORT"
"1878";"27570";"TILLIERES SUR AVRE"
"1879";"13320";"BOUC BEL AIR"
"1880";"27370";"LE THUIT SIGNOL"
"1881";"41270";"DROUE"
"1882";"38113";"VEUREY VOROIZE"
"1883";"90000";"BELFORT"
"1884";"30100";"ALES"
"1885";"39250";"MIGNOVILLARD"
"1886";"59120";"LOOS"
"1887";"72470";"CHAMPAGNE"
"1888";"06590";"THEOULE SUR MER"
"1889";"41700";"CONTRES"
"1890";"31520";"RAMONVILLE ST AGNE"
"1891";"34110";"FRONTIGNAN"
"1892";"9C017";NA
"1893";"87700";"AIXE SUR VIENNE"
"1894";"13270";"FOS SUR MER"
"1895";"82100";"CASTELSARRASIN"
"1896";"22999";NA
"1897";"34230";"PAULHAN"
"1898";"22530";"MUR DE BRETAGNE"
"1899";"66250";"ST LAURENT DE LA SALANQUE"
"1900";"60790";"VALDAMPIERRE"
"1901";"18290";"CHAROST"
"1902";"54110";"DOMBASLE SUR MEURTHE"
"1903";"41160";"LA VILLE AUX CLERCS"
"1904";"28270";"BREZOLLES"
"1905";"35230";"NOYAL CHATILLON SUR SEICHE"
"1906";"17640";"VAUX SUR MER"
"1907";"38150";"ROUSSILLON"
"1908";"34150";"GIGNAC"
"1909";"20999";NA
"1910";"37240";"LIGUEIL"
"1911";"54580";"AUBOUE"
"1912";"18390";"ST GERMAIN DU PUY"
"1913";"38580";"ALLEVARD"
"1914";"06140";"VENCE"
"1915";"18160";"LIGNIERES"
"1916";"91C03";"PUSSAY/MONNERVILLE"
"1917";"91C02";"CHALO ST MARS/BOISSY LE SEC"
"1918";"49800";"TRELAZE"
"1919";"81000";"ALBI"
"1920";"49710";"LE LONGERON"
"1921";"38200";"VIENNE"
"1922";"9A033";NA
"1923";"12400";"ST AFFRIQUE"
"1924";"99108";NA
"1925";"36210";"CHABRIS"
"1926";"22440";"PLOUFRAGAN"
"1927";"52700";"ANDELOT BLANCHEVILLE"
"1928";"81500";"LAVAUR"
"1929";"22110";"ROSTRENEN"
"1930";"34400";"LUNEL"
"1931";"36360";"LUCAY LE MALE"
"1932";"14480";"CREULLY"
"1933";"56800";"PLOERMEL"
"1934";"9D013";NA
"1935";"91999";NA
"1936";"27670";"LE BOSC ROGER EN ROUMOIS"
"1937";"74350";"CRUSEILLES"
"1938";"59860";"BRUAY SUR L ESCAUT"
"1939";"34130";"MAUGUIO"
"1940";"23320";"ST VAURY"
"1941";"17C05";"MORNAC SUR SEUDRE/BREUILLET"
"1942";"71520";"MATOUR"
"1943";"14520";"PORT EN BESSIN HUPPAIN"
"1944";"71170";"CHAUFFAILLES"
"1945";"69001";"LYON 01"
"1946";"33450";"ST LOUBES"
"1947";"13016";"MARSEILLE 16"
"1948";"9A026";NA
"1949";"73590";"FLUMET"
"1950";"24660";"COULOUNIEIX CHAMIERS"
"1951";"37420";"BEAUMONT EN VERON"
"1952";"88170";"CHATENOIS"
"1953";"67500";"HAGUENAU"
"1954";"58700";"PREMERY"
"1955";"66400";"ST JEAN PLA DE CORTS/CERET"
"1956";"69640";"DENICE"
"1957";"84860";"CADEROUSSE"
"1958";"26C03";"LUC EN DIOIS/LA MOTTE CHALANCON"
"1959";"44260";"SAVENAY"
"1960";"33420";"GENISSAC"
"1961";"48120";"ST ALBAN SUR LIMAGNOLE"
"1962";"76250";"DEVILLE LES ROUEN"
"1963";"11110";"COURSAN"
"1964";"39C02";"VIRY/LA PESSE"
"1965";"03210";"SOUVIGNY"
"1966";"51320";"SOMMESOUS"
"1967";"72200";"LA FLECHE"
"1968";"43000";"LE PUY EN VELAY"
"1969";"46150";"CATUS"
"1970";"14390";"CABOURG"
"1971";"14430";"DOZULE"
"1972";"64310";"ST PEE SUR NIVELLE"
"1973";"13400";"AUBAGNE"
"1974";"06210";"MANDELIEU LA NAPOULE"
"1975";"74230";"THONES"
"1976";"42140";"CHAZELLES SUR LYON"
"1977";"17320";"MARENNES"
"1978";"26C02";"LUS LA CROIX HAUTE/CHATILLON EN DIOIS"
"1979";"22410";"ST QUAY PORTRIEUX"
"1980";"51480";"DAMERY"
"1981";"53440";"ARON"
"1982";"58300";"DECIZE"
"1983";"9A012";NA
"1984";"59195";"HERIN"
"1985";"62510";"ARQUES"
"1986";"13560";"SENAS"
"1987";"62320";"ROUVROY"
"1988";"33127";"MARTIGNAS SUR JALLE"
"1989";"54300";"LUNEVILLE"
"1990";"85580";"ST MICHEL EN L HERM"
"1991";"10260";"ST PARRES LES VAUDES"
"1992";"61170";"LE MELE SUR SARTHE"
"1993";"10210";"CHAOURCE"
"1994";"62550";"PERNES"
"1995";"29840";"PORSPODER"
"1996";"45630";"BEAULIEU SUR LOIRE"
"1997";"86260";"ST PIERRE DE MAILLE"
"1998";"99303";NA
"1999";"24680";"LAMONZIE ST MARTIN"
"2000";"80120";"RUE"
"2001";"02570";"CHEZY SUR MARNE"
"2002";"83120";"STE MAXIME"
"2003";"79160";"COULONGES SUR L AUTIZE"
"2004";"45460";"LES BORDES"
"2005";"02490";"VERMAND"
"2006";"13850";"GREASQUE"
"2007";"49490";"NOYANT"
"2008";"60123";"BONNEUIL EN VALOIS"
"2009";"72390";"DOLLON"
"2010";"17940";"RIVEDOUX PLAGE"
"2011";"55600";"MONTMEDY"
"2012";"85440";"TALMONT ST HILAIRE"
"2013";"66750";"ST CYPRIEN"
"2014";"27210";"BEUZEVILLE"
"2015";"13009";"MARSEILLE 09"
"2016";"59141";"IWUY"
"2017";"58150";"POUILLY SUR LOIRE"
"2018";"35800";"DINARD"
"2019";"24330";"BASSILLAC"
"2020";"02840";"ATHIES SOUS LAON"
"2021";"62155";"MERLIMONT"
"2022";"99117";NA
"2023";"24170";"BELVES"
"2024";"53600";"EVRON"
"2025";"44700";"ORVAULT"
"2026";"9F015";NA
"2027";"34430";"ST JEAN DE VEDAS"
"2028";"74130";"BONNEVILLE"
"2029";"49110";"ST PIERRE MONTLIMART"
"2030";"18370";"CHATEAUMEILLANT"
"2031";"27380";"FLEURY SUR ANDELLE"
"2032";"76890";"TOTES"
"2033";"29C04";"PONT L ABBE/ILE TUDY"
"2034";"08460";"SIGNY L ABBAYE"
"2035";"56300";"PONTIVY"
"2036";"52300";"JOINVILLE"
"2037";"76590";"LONGUEVILLE SUR SCIE"
"2038";"72350";"BRULON"
"2039";"37250";"VEIGNE"
"2040";"58240";"ST PIERRE LE MOUTIER"
"2041";"76910";"CRIEL SUR MER"
"2042";"55270";"VARENNES EN ARGONNE"
"2043";"34370";"CAZOULS LES BEZIERS"
"2044";"60C05";"VILLERS ST SEPULCRE/BAILLEUL SUR THERAIN"
"2045";"57185";"CLOUANGE"
"2046";"87350";"PANAZOL"
"2047";"90400";"DANJOUTIN"
"2048";"08120";"BOGNY SUR MEUSE"
"2049";"62230";"OUTREAU"
"2050";"08200";"SEDAN"
"2051";"25230";"SELONCOURT"
"2052";"9CC04";NA
"2053";"44730";"ST MICHEL CHEF CHEF"
"2054";"14470";"COURSEULLES SUR MER"
"2055";"50C02";"JULLOUVILLE/CAROLLES"
"2056";"27C08";"LA NEUVILLE DU BOSC/BRIONNE"
"2057";"33460";"MACAU"
"2058";"51150";"TOURS SUR MARNE"
"2059";"17110";"ST GEORGES DE DIDONNE"
"2060";"60860";"ST OMER EN CHAUSSEE"
"2061";"08110";"CARIGNAN"
"2062";"87160";"ST SULPICE LES FEUILLES"
"2063";"26120";"CHABEUIL"
"2064";"22210";"PLEMET"
"2065";"37800";"STE MAURE DE TOURAINE"
"2066";"80230";"ST VALERY SUR SOMME"
"2067";"19320";"MARCILLAC LA CROISILLE"
"2068";"51530";"MAGENTA"
"2069";"62340";"GUINES"
"2070";"22730";"TREGASTEL"
"2071";"41230";"SOINGS EN SOLOGNE"
"2072";"71990";"LA GRANDE VERRIERE"
"2073";"08290";"LIART"
"2074";"50380";"ST PAIR SUR MER"
"2075";"02320";"ANIZY LE CHATEAU"
"2076";"76C01";"VEULES LES ROSES/ST VALERY EN CAUX"
"2077";"76530";"GRAND COURONNE"
"2078";"70190";"RIOZ"
"2079";"59200";"TOURCOING"
"2080";"9B070";NA
"2081";"34320";"ROUJAN"
"2082";"74520";"VALLEIRY"
"2083";"51290";"ST REMY EN BOUZEMONT ST GENEST ISSON"
"2084";"14990";"BERNIERES SUR MER"
"2085";"51300";"VITRY LE FRANCOIS"
"2086";"36130";"DEOLS"
"2087";"51400";"MOURMELON LE GRAND"
"2088";"83230";"BORMES LES MIMOSAS"
"2089";"51430";"TINQUEUX"
"2090";"9H019";NA
"2091";"25660";"SAONE"
"2092";"29730";"GUILVINEC"
"2093";"26500";"BOURG LES VALENCE"
"2094";"41350";"VINEUIL"
"2095";"80490";"HALLENCOURT"
"2096";"53810";"CHANGE"
"2097";"22330";"PLESSALA"
"2098";"47450";"COLAYRAC ST CIRQ"
"2099";"76290";"MONTIVILLIERS"
"2100";"41300";"SALBRIS"
"2101";"59274";"MARQUILLIES"
"2102";"27310";"BOURG ACHARD"
"2103";"69800";"ST PRIEST"
"2104";"89420";"GUILLON"
"2105";"47700";"CASTELJALOUX"
"2106";"03150";"VARENNES SUR ALLIER"
"2107";"63330";"PIONSAT"
"2108";"62600";"BERCK"
"2109";"76520";"FRANQUEVILLE ST PIERRE"
"2110";"50110";"TOURLAVILLE"
"2111";"13980";"ALLEINS"
"2112";"08330";NA
"2113";"79420";"BEAULIEU SOUS PARTHENAY"
"2114";"08220";"ROCQUIGNY"
"2115";"74500";"EVIAN LES BAINS"
"2116";"22250";"BROONS"
"2117";"57680";"CORNY SUR MOSELLE"
"2118";"08150";"RENWEZ"
"2119";"17290";"AIGREFEUILLE D AUNIS"
"2120";"08190";"ASFELD"
"2121";"51140";"MUIZON"
"2122";"71270";"PIERRE DE BRESSE"
"2123";"10230";"MAILLY LE CAMP"
"2124";"73700";"BOURG ST MAURICE"
"2125";"51470";"ST MEMMIE"
"2126";"85200";"FONTENAY LE COMTE"
"2127";"51600";"SUIPPES"
"2128";"31590";"VERFEIL"
"2129";"45999";NA
"2130";"85330";NA
"2131";"64122";"URRUGNE"
"2132";"13300";"SALON DE PROVENCE"
"2133";"67750";"SCHERWILLER"
"2134";"23380";"AJAIN"
"2135";"62120";"AIRE SUR LA LYS"
"2136";"24000";"PERIGUEUX"
"2137";"55150";"DAMVILLERS"
"2138";"72340";"LA CHARTRE SUR LE LOIR"
"2139";"71550";"ANOST"
"2140";"33370";"ARTIGUES PRES BORDEAUX"
"2141";"33120";NA
"2142";"24100";"BERGERAC"
"2143";"33510";"ANDERNOS LES BAINS"
"2144";"28999";NA
"2145";"03110";"VENDAT"
"2146";"83500";"LA SEYNE SUR MER"
"2147";"03130";"LE DONJON"
"2148";"59182";"MONTIGNY EN OSTREVENT"
"2149";"60C03";"MONCHY HUMIERES/ELINCOURT STE MARGUERITE/ANTHEUIL"
"2150";"74370";"PRINGY"
"2151";"10220";"PINEY"
"2152";"60127";"MORIENVAL"
"2153";"01999";NA
"2154";"61160";"TRUN"
"2155";"89360";"FLOGNY LA CHAPELLE"
"2156";"26190";"ST JEAN EN ROYANS"
"2157";"56250";"ELVEN"
"2158";"69690";"BESSENAY"
"2159";"33600";"PESSAC"
"2160";"11430";"GRUISSAN"
"2161";"83330";"LE BEAUSSET"
"2162";"26110";"NYONS"
"2163";"84220";"GORDES"
"2164";"64170";"ARTIX"
"2165";"24220";"ST CYPRIEN"
"2166";"82400";"VALENCE"
"2167";"17200";"ROYAN"
"2168";"36310";"CHAILLAC"
"2169";"13810";"EYGALIERES"
"2170";"48999";NA
"2171";"10999";NA
"2172";"85360";"LA TRANCHE SUR MER"
"2173";"99138";NA
"2174";"99248";NA
"2175";"06570";"ST PAUL DE VENCE"
"2176";"99316";NA
"2177";"99217";NA
"2178";"28340";"LA FERTE VIDAME"
"2179";"42C06";"ST DIDIER SUR ROCHEFORT/NOIRETABLE"
"2180";"99251";NA
"2181";"83990";"ST TROPEZ"
"2182";"56470";"LA TRINITE SUR MER"
"2183";"2BC10";"ZALANA/SAN NICOLAO/ALERIA"
"2184";"99337";NA
"2185";"99254";NA
"2186";"99249";NA
"2187";"42130";"BOEN SUR LIGNON"
"2188";"56680";"PLOUHINEC"
"2189";"2BC05";"SAN LORENZO/MOROSAGLIA/CASTELLO DI ROSTINO/ASCO"
"2190";"67150";"ERSTEIN"
"2191";"04000";"DIGNE LES BAINS"
"2192";"61390";"COURTOMER"
"2193";"99344";NA
