"";"codeGeo";"libgeo_cp"
"748";"67880";"KRAUTERGERSHEIM"
"749";"49240";"AVRILLE"
"750";"77210";"AVON"
"751";"78240";"CHAMBOURCY"
"752";"77174";"VILLENEUVE LE COMTE"
"753";"02000";"LAON"
"754";"45700";"VILLEMANDEUR"
"755";"99205";NA
"756";"45430";"CHECY"
"757";"99134";NA
"758";"77173";"CHEVRY COSSIGNY"
"759";"77910";"VARREDDES"
"760";"77C03";"SAACY SUR MARNE/LUZANCY"
"761";"28200";"CHATEAUDUN"
"762";"27C01";"BOURTH/ARMENTIERES SUR AVRE"
"763";"77178";"ST PATHUS"
"764";"88000";"EPINAL"
"765";"28600";"LUISANT"
"766";"89140";"PONT SUR YONNE"
"767";"50100";"CHERBOURG OCTEVILLE"
"768";"72560";"CHANGE"
"769";"95640";"MARINES"
"770";"45130";"MEUNG SUR LOIRE"
"771";"85120";"LA CHATAIGNERAIE"
"772";"10200";"BAR SUR AUBE"
"773";"99137";NA
"774";"61110";"BRETONCELLES"
"775";"9A010";NA
"776";"91140";"VILLEBON SUR YVETTE"
"777";"79190";"SAUZE VAUSSAIS"
"778";"18150";"LA GUERCHE SUR L AUBOIS"
"779";"62250";"MARQUISE"
"780";"14880";"HERMANVILLE SUR MER"
"781";"94520";"MANDRES LES ROSES"
"782";"77930";"PERTHES"
"783";"10390";"VERRIERES"
"784";"9A015";NA
"785";"18200";"ST AMAND MONTROND"
"786";"57400";"SARREBOURG"
"787";"89116";"LA CELLE ST CYR"
"788";"29300";"QUIMPERLE"
"789";"10600";"LA CHAPELLE ST LUC"
"790";"36400";"LA CHATRE"
"791";"18570";"TROUY"
"792";"62480";"LE PORTEL"
"793";"45490";"CORBEILLES"
"794";"9A031";NA
"795";"58660";"COULANGES LES NEVERS"
"796";"77135";"PONTCARRE"
"797";"27550";"NASSANDRES"
"798";"62224";"EQUIHEN PLAGE"
"799";"14100";"LISIEUX"
"800";"93410";"VAUJOURS"
"801";"76170";"LILLEBONNE"
"802";"58110";"CHATILLON EN BAZOIS"
"803";"89190";"VILLENEUVE L ARCHEVEQUE"
"804";"38370";"ST CLAIR DU RHONE"
"805";"22570";"GOUAREC"
"806";"77650";"STE COLOMBE"
"807";"10180";"ST LYE"
"808";"29650";"GUERLESQUIN"
"809";"80330";"LONGUEAU"
"810";"69100";"VILLEURBANNE"
"811";"89700";"TONNERRE"
"812";"17170";"ST JEAN DE LIVERSAY"
"813";"85400";"LUCON"
"814";"18220";"LES AIX D ANGILLON"
"815";"99243";NA
"816";"61260";"CETON"
"817";"77133";"MACHAULT"
"818";"89200";"AVALLON"
"819";"99335";NA
"820";"74400";"CHAMONIX MONT BLANC"
"821";"60950";"VER SUR LAUNETTE"
"822";"80540";"MOLLIENS DREUIL"
"823";"76113";"SAHURS"
"824";"57480";"SIERCK LES BAINS"
"825";"14570";"CLECY"
"826";"60440";"NANTEUIL LE HAUDOUIN"
"827";"18600";"SANCOINS"
"828";"84800";"L ISLE SUR LA SORGUE"
"829";"9A016";NA
"830";"99326";NA
"831";"45330";"MALESHERBES"
"832";"93460";"GOURNAY SUR MARNE"
"833";"80300";"ALBERT"
"834";"71100";"CHALON SUR SAONE"
"835";"66270";"LE SOLER"
"836";"60380";"SONGEONS"
"837";"04100";"MANOSQUE"
"838";"56270";"PLOEMEUR"
"839";"51260";"ST JUST SAUVAGE"
"840";"64780";"OSSES"
"841";"9A029";NA
"842";"14330";"LE MOLAY LITTRY"
"843";"51170";"FISMES"
"844";"54230";"NEUVES MAISONS"
"845";"44117";"ST ANDRE DES EAUX"
"846";"69004";"LYON 04"
"847";"9B040";NA
"848";"14000";"CAEN"
"849";"77760";"LA CHAPELLE LA REINE"
"850";"74000";"ANNECY"
"851";"74110";"MORZINE"
"852";"89130";"TOUCY"
"853";"80560";"ACHEUX EN AMIENOIS"
"854";"27C05";"MENESQUEVILLE/ECOUIS"
"855";"60850";"ST GERMER DE FLY"
"856";"59155";"FACHES THUMESNIL"
"857";"60160";"MONTATAIRE"
"858";"69006";"LYON 06"
"859";"14260";"AUNAY SUR ODON"
"860";"18310";"GRACAY"
"861";"29400";"LANDIVISIAU"
"862";"45500";"GIEN"
"863";"77810";"THOMERY"
"864";"10170";"MERY SUR SEINE"
"865";"51310";"ESTERNAY"
"866";"77184";"EMERAINVILLE"
"867";"58600";"FOURCHAMBAULT"
"868";"27240";"DAMVILLE"
"869";"99404";NA
"870";"51390";"GUEUX"
"871";"99341";NA
"872";"03410";"DOMERAT"
"873";"58400";"LA CHARITE SUR LOIRE"
"874";"60620";"BETZ"
"875";"77167";"BAGNEAUX SUR LOING"
"876";"49220";"LE LION D ANGERS"
"877";"18100";"VIERZON"
"878";"28160";"BROU"
"879";"28480";"THIRON GARDAIS"
"880";"60390";"AUNEUIL"
"881";"71210";"MONTCHANIN"
"882";"60400";"NOYON"
"883";"89660";"CHATEL CENSOIR"
"884";"77470";"TRILPORT"
"885";"84560";"MENERBES"
"886";"77280";"OTHIS"
"887";"99239";NA
"888";"11000";"CARCASSONNE"
"889";"58220";"DONZY"
"890";"10190";"ESTISSAC"
"891";"76730";"BACQUEVILLE EN CAUX"
"892";"99247";NA
"893";"78124";"MAREIL SUR MAULDRE"
"894";"10410";"ST PARRES AUX TERTRES"
"895";"99324";NA
"896";"63300";"THIERS"
"897";"02140";"VERVINS"
"898";"10100";"ROMILLY SUR SEINE"
"899";"76110";"GODERVILLE"
"900";"51510";"FAGNIERES"
"901";"91070";"BONDOUFLE"
"902";"27450";"ST GEORGES DU VIEVRE"
"903";"91080";"COURCOURONNES"
"904";"60C01";"RETHONDES/CHOISY AU BAC"
"905";"06310";NA
"906";"9A037";NA
"907";"76340";"BLANGY SUR BRESLE"
"908";"18500";"MEHUN SUR YEVRE"
"909";"38510";"MORESTEL"
"910";"91260";"JUVISY SUR ORGE"
"911";"63120";"COURPIERE"
"912";"60740";"ST MAXIMIN"
"913";"76500";"ELBEUF"
"914";"10440";"LA RIVIERE DE CORPS"
"915";"27130";"VERNEUIL SUR AVRE"
"916";"45240";"LA FERTE ST AUBIN"
"917";"99123";NA
"918";"80460";"AULT"
"919";"29460";"DIRINON"
"920";"06500";"MENTON"
"921";"2AC14";"VERO/UCCIANI/TAVERA/SARI D ORCINO/PIETROSELLA/PAST"
"922";"85270";"ST HILAIRE DE RIEZ"
"923";"9C020";NA
"924";"73C05";"ST SORLIN D ARVES/ST JEAN DE MAURIENNE"
"925";"78970";"MEZIERES SUR SEINE"
"926";"77430";"CHAMPAGNE SUR SEINE"
"927";"40300";"PEYREHORADE"
"928";"80500";"MONTDIDIER"
"929";"44570";"TRIGNAC"
"930";"21800";"CHEVIGNY ST SAUVEUR"
"931";"89230";"PONTIGNY"
"932";"87430";"VERNEUIL SUR VIENNE"
"933";"27620";"GASNY"
"934";"89110";"AILLANT SUR THOLON"
"935";"37270";"MONTLOUIS SUR LOIRE"
"936";"18140";"HERRY"
"937";"53140";"PRE EN PAIL"
"938";"58230";"OUROUX EN MORVAN"
"939";"9J035";NA
"940";"9D012";NA
"941";"91280";"ST PIERRE DU PERRAY"
"942";"91790";"BOISSY SOUS ST YON"
"943";"60200";"COMPIEGNE"
"944";"08000";"CHARLEVILLE MEZIERES"
"945";"99101";NA
"946";"56130";"NIVILLAC"
"947";"29500";"ERGUE GABERIC"
"948";"89560";"COURSON LES CARRIERES"
"949";"03500";"ST POURCAIN SUR SIOULE"
"950";"35520";"MELESSE"
"951";"26400";"CREST"
"952";"9D060";NA
"953";"02340";"MONTCORNET"
"954";"24250";"CENAC ET ST JULIEN"
"955";"29900";"CONCARNEAU"
"956";"62240";"DESVRES"
"957";"28140";"ORGERES EN BEAUCE"
"958";"06830";"GILETTE"
"959";"57380";"FAULQUEMONT"
"960";"47000";"AGEN"
"961";"89C02";"TANLAY/CRUZY LE CHATEL"
"962";"89470";"MONETEAU"
"963";"60112";"MILLY SUR THERAIN"
"964";"26100";"ROMANS SUR ISERE"
"965";"88330";"CHATEL SUR MOSELLE"
"966";"38320";"EYBENS"
"967";"99216";NA
"968";"94460";"VALENTON"
"969";"33700";"MERIGNAC"
"970";"99312";NA
"971";"77520";"DONNEMARIE DONTILLY"
"972";"60230";"CHAMBLY"
"973";"60940";"CINQUEUX"
"974";"95C02";"LA ROCHE GUYON/BRAY ET LU"
"975";"45760";"BOIGNY SUR BIONNE"
"976";"99201";NA
"977";"91430";"IGNY"
"978";"27170";"BEAUMONT LE ROGER"
"979";"23000";"GUERET"
"980";"27810";"MARCILLY SUR EURE"
"981";"59990";"SAULTAIN"
"982";"64500";"ST JEAN DE LUZ"
"983";"45420";"BONNY SUR LOIRE"
"984";"28260";"ANET"
"985";"60370";"HERMES"
"986";"9A013";NA
"987";"27220";"ST ANDRE DE L EURE"
"988";"89440";"JOUX LA VILLE"
"989";"60430";"NOAILLES"
"990";"58330";"ST SAULGE"
"991";"99424";NA
"992";"74200";"THONON LES BAINS"
"993";"31240";"L UNION"
"994";"58640";"VARENNES VAUZELLES"
"995";"44290";"GUEMENE PENFAO"
"996";"77118";"BAZOCHES LES BRAY"
"997";"27930";"GRAVIGNY"
"998";"28350";"ST LUBIN DES JONCHERETS"
"999";"59360";"LE CATEAU CAMBRESIS"
"1000";"45340";"BEAUNE LA ROLANDE"
"1001";"28380";"ST REMY SUR AVRE"
"1002";"9D027";NA
"1003";"22300";"LANNION"
"1004";"28250";"SENONCHES"
"1005";"17530";"ARVERT"
"1006";"62161";"MAROEUIL"
"1007";"89144";"LIGNY LE CHATEL"
"1008";"66700";"ARGELES SUR MER"
"1009";"78820";"JUZIERS"
"1010";"86230";"ST GERVAIS LES TROIS CLOCHERS"
"1011";"27410";"BEAUMESNIL"
"1012";"80C05";"ST BLIMONT/ARREST"
"1013";"89290";"VENOY"
"1014";"08090";"AIGLEMONT"
"1015";"80132";"DRUCAT"
"1016";"60330";"LE PLESSIS BELLEVILLE"
"1017";"76310";NA
"1018";"77630";"BARBIZON"
"1019";"45560";"ST DENIS EN VAL"
"1020";"84300";"CAVAILLON"
"1021";"37400";"AMBOISE"
"1022";"9A060";NA
"1023";"87800";"NEXON"
"1024";"14130";"PONT L EVEQUE"
"1025";"2BC06";"VESCOVATO/PIEDICROCE/PENTA DI CASINCA/LA PORTA"
"1026";"80510";"LONGPRE LES CORPS SAINTS"
"1027";"27430";"ST PIERRE DU VAUVRAY"
"1028";"61340";"BERD HUIS"
"1029";"9A025";NA
"1030";"59123";NA
"1031";"03420";"MARCILLAT EN COMBRAILLE"
"1032";"57690";"CREHANGE"
"1033";"77780";"BOURRON MARLOTTE"
"1034";"56400";"AURAY"
"1035";"51700";"DORMANS"
"1036";"89170";"ST FARGEAU"
"1037";"44500";"LA BAULE ESCOUBLAC"
"1038";"77940";"VOULX"
"1039";"9A019";NA
"1040";"10510";"MAIZIERES LA GRANDE PAROISSE"
"1041";"80160";"CONTY"
"1042";"13210";"ST REMY DE PROVENCE"
"1043";"62232";"ANNEZIN"
"1044";"2BC08";"VIVARIO/VEZZANI/VENACO/PANCHERACCIA/OMESSA/ERBAJOL"
"1045";"77690";"MONTIGNY SUR LOING"
"1046";"58460";"CORVOL L ORGUEILLEUX"
"1047";"99213";NA
"1048";"27600";"GAILLON"
"1049";"31450";"BAZIEGE"
"1050";"77111";"SOIGNOLLES EN BRIE"
"1051";"91850";"BOURAY SUR JUINE"
"1052";"77C05";"VILLIERS ST GEORGES/MONTCEAUX LES PROVINS"
"1053";"86210";"BONNEUIL MATOURS"
"1054";"18380";"IVOY LE PRE"
"1055";"02210";"COINCY"
"1056";"77880";"GREZ SUR LOING"
"1057";"03460";"TREVOL"
"1058";"30700";"UZES"
"1059";"99114";NA
"1060";"02330";"CONDE EN BRIE"
"1061";"99104";NA
"1062";"76330";"NOTRE DAME DE GRAVENCHON"
"1063";"45140";"ST JEAN DE LA RUELLE"
"1064";"50000";"ST LO"
"1065";"64110";"JURANCON"
"1066";"61140";"BAGNOLES DE L ORNE"
"1067";"01200";"BELLEGARDE SUR VALSERINE"
"1068";"45600";"SULLY SUR LOIRE"
"1069";"2BC11";"SARI SOLENZARA/PRUNELLI DI FIUMORBO/GHISONI/GHISON"
"1070";"9A017";NA
"1071";"64000";"PAU"
"1072";"9D040";NA
"1073";"28330";"AUTHON DU PERCHE"
"1074";"9A023";NA
"1075";"83250";"LA LONDE LES MAURES"
"1076";"80260";"FLESSELLES"
"1077";"77850";"HERICY"
"1078";"27630";"ECOS"
"1079";"58C02";"DORNECY/CLAMECY"
"1080";"78860";"ST NOM LA BRETECHE"
"1081";"9A020";NA
"1082";"03330";"BELLENAVES"
"1083";"18250";"HENRICHEMONT"
"1084";"62520";NA
"1085";"44210";"PORNIC"
"1086";"51110";"WARMERIVILLE"
"1087";"99390";NA
"1088";"58180";"MARZY"
"1089";"18300";"ST SATUR"
"1090";"30300";"BEAUCAIRE"
"1091";"49000";"ANGERS"
"1092";"78250";"MEULAN EN YVELINES"
"1093";"89480";"ETAIS LA SAUVIN"
"1094";"99122";NA
"1095";"77830";"PAMFOU"
"1096";"28240";"LA LOUPE"
"1097";"03100";"MONTLUCON"
"1098";"76300";"SOTTEVILLE LES ROUEN"
"1099";"49400";"SAUMUR"
"1100";"95420";"MAGNY EN VEXIN"
"1101";"44000";"NANTES"
"1102";"99331";NA
"1103";"95690";"NESLES LA VALLEE"
"1104";"56530";"QUEVEN"
"1105";"48000";"MENDE"
"1106";"80390";"FRESSENNEVILLE"
"1107";"89320";"CERISIERS"
"1108";"09100";"PAMIERS"
"1109";"26000";"VALENCE"
"1110";"35120";"DOL DE BRETAGNE"
"1111";"27300";"BERNAY"
"1112";"45150";"JARGEAU"
"1113";"58270";"ST BENIN D AZY"
"1114";"21C02";"SANTENAY/POMMARD/MEURSAULT"
"1115";"9B015";NA
"1116";"56690";"LANDEVANT"
"1117";"44400";"REZE"
"1118";"76600";"LE HAVRE"
"1119";"02130";"FERE EN TARDENOIS"
"1120";"72230";"ARNAGE"
"1121";"91810";"VERT LE GRAND"
"1122";"36160";"STE SEVERE SUR INDRE"
"1123";"28410";"ABONDANT"
"1124";"62850";"LICQUES"
"1125";"77970";"JOUY LE CHATEL"
"1126";"89410";"CEZY"
"1127";"68700";"CERNAY"
"1128";"02380";"COUCY LE CHATEAU AUFFRIQUE"
"1129";"89400";"MIGENNES"
"1130";"08370";"MARGUT"
"1131";"10110";"BAR SUR SEINE"
"1132";"61250";"DAMIGNY"
"1133";"83150";"BANDOL"
"1134";"22800";"QUINTIN"
"1135";"58440";"LA CELLE SUR LOIRE"
"1136";"99125";NA
"1137";"17137";"NIEUL SUR MER"
"1138";"9D080";NA
"1139";"76140";"LE PETIT QUEVILLY"
"1140";"60540";"BORNEL"
"1141";"28400";"NOGENT LE ROTROU"
"1142";"78830";"BULLION"
"1143";"9A018";NA
"1144";"99423";NA
"1145";"45480";"BAZOCHES LES GALLERANDES"
"1146";"99145";NA
"1147";"89330";"ST JULIEN DU SAULT"
"1148";"36230";"NEUVY ST SEPULCHRE"
"1149";"60210";"GRANDVILLIERS"
"1150";"9A041";NA
"1151";"06610";"LA GAUDE"
"1152";"45680";"DORDIVES"
"1153";"2AC13";"VICO/SOCCIA"
"1154";"95820";"BRUYERES SUR OISE"
"1155";"44610";"INDRE"
"1156";"41100";"VENDOME"
"1157";"91710";"VERT LE PETIT"
"1158";"99126";NA
"1159";"42400";"ST CHAMOND"
"1160";"44270";"MACHECOUL"
"1161";"99336";NA
"1162";"99151";NA
"1163";"99136";NA
"1164";"22470";"PLOUEZEC"
"1165";"13420";"GEMENOS"
"1166";"76160";"DARNETAL"
"1167";"56190";"MUZILLAC"
"1168";"84840";"LAPALUD"
"1169";"99419";NA
"1170";"40220";"TARNOS"
"1171";"44150";"ANCENIS"
"1172";"56370";"SARZEAU"
"1173";"99110";NA
"1174";"77460";"SOUPPES SUR LOING"
"1175";"21200";"BEAUNE"
"1176";"21210";"SAULIEU"
"1177";"23170";"CHAMBON SUR VOUEIZE"
"1178";"99223";NA
"1179";"27420";"CHATEAU SUR EPTE"
"1180";"50200";"COUTANCES"
"1181";"86000";"POITIERS"
"1182";"29100";"DOUARNENEZ"
"1183";"10420";"LES NOES PRES TROYES"
"1184";"46140";"LUZECH"
"1185";"64600";"ANGLET"
"1186";"99422";NA
"1187";"33270";"FLOIRAC"
"1188";"59320";"HAUBOURDIN"
"1189";"38290";"LA VERPILLIERE"
"1190";"56340";"CARNAC"
"1191";"28230";"EPERNON"
"1192";"84600";"VALREAS"
"1193";"30000";"NIMES"
"1194";"62119";"DOURGES"
"1195";"23400";"BOURGANEUF"
"1196";"80320";"CHAULNES"
"1197";"95480";"PIERRELAYE"
"1198";"77660";"ST JEAN LES DEUX JUMEAUX"
"1199";"63000";"CLERMONT FERRAND"
"1200";"61100";"FLERS"
"1201";"56150";"BAUD"
"1202";"51120";"SEZANNE"
"1203";"33150";"CENON"
"1204";"35610";"PLEINE FOUGERES"
"1205";"62110";"HENIN BEAUMONT"
"1206";"77710";"LORREZ LE BOCAGE PREAUX"
"1207";"9H005";NA
"1208";"76380";"CANTELEU"
"1209";"61600";"LA FERTE MACE"
"1210";"83320";"CARQUEIRANNE"
"1211";"21490";"VAROIS ET CHAIGNOT"
"1212";"89260";"THORIGNY SUR OREUSE"
"1213";"80270";"AIRAINES"
"1214";"16430";"CHAMPNIERS"
"1215";"95180";"MENUCOURT"
"1216";"14123";"IFS"
"1217";"16100";"COGNAC"
"1218";"64160";"MORLAAS"
"1219";"78460";"CHEVREUSE"
"1220";"01170";"GEX"
"1221";"82000";"MONTAUBAN"
"1222";"78920";"ECQUEVILLY"
"1223";"50210";"CERISY LA SALLE"
"1224";"62750";"LOOS EN GOHELLE"
"1225";"82800";"NEGREPELISSE"
"1226";"72400";"LA FERTE BERNARD"
"1227";"59152";"CHERENG"
"1228";"54800";"JARNY"
"1229";"27750";"LA COUTURE BOUSSEY"
"1230";"15200";"MAURIAC"
"1231";"58130";"GUERIGNY"
"1232";"67340";"INGWILLER"
"1233";"17540";"VERINES"
"1234";"16200";"JARNAC"
"1235";"24410";"ST AULAYE"
"1236";"80100";"ABBEVILLE"
"1237";"9HC06";NA
"1238";"89600";"ST FLORENTIN"
"1239";"41110";"ST AIGNAN"
"1240";"99322";NA
"1241";"54280";"SEICHAMPS"
"1242";"78580";"MAULE"
"1243";"78270";"BONNIERES SUR SEINE"
"1244";"95540";"MERY SUR OISE"
"1245";"16410";"GARAT"
"1246";"35750";"IFFENDIC"
"1247";"89113";"CHARBUY"
"1248";"33140";"VILLENAVE D ORNON"
"1249";"72130";"FRESNAY SUR SARTHE"
"1250";"30800";"ST GILLES"
"1251";"9A021";NA
"1252";"36190";"ORSENNES"
"1253";"34500";"BEZIERS"
"1254";"58260";"LA MACHINE"
"1255";"83300";"DRAGUIGNAN"
"1256";"61400";"MORTAGNE AU PERCHE"
"1257";"82440";"REALVILLE"
"1258";"56600";"LANESTER"
"1259";"83136";"GAREOULT"
"1260";"77171";"SOURDUN"
"1261";"74440";"TANINGES"
"1262";"95520";"OSNY"
"1263";"59530";"LE QUESNOY"
"1264";"77165";"ST SOUPPLETS"
"1265";"9B023";NA
"1266";"76570";"PAVILLY"
"1267";"76360";"BARENTIN"
"1268";"60120";"BRETEUIL"
"1269";"76560";"DOUDEVILLE"
"1270";"86100";"CHATELLERAULT"
"1271";"69380";"CHAZAY D AZERGUES"
"1272";"94880";"NOISEAU"
"1273";"87410";"LE PALAIS SUR VIENNE"
"1274";"69007";"LYON 07"
"1275";"74100";"ANNEMASSE"
"1276";"76270";"NEUFCHATEL EN BRAY"
"1277";"2BC07";"GALERIA/CALVI/CALENZANA"
"1278";"73200";"ALBERTVILLE"
"1279";"26140";"ST RAMBERT D ALBON"
"1280";"07600";"VALS LES BAINS"
"1281";"95C01";"MAREIL EN FRANCE/LE MESNIL AUBRY"
"1282";"22170";"PLELO"
"1283";"9A028";NA
"1284";"77114";"GOUAIX"
"1285";"51460";"COURTISOLS"
"1286";"88130";"CHARMES"
"1287";"08500";"REVIN"
"1288";"83700";"ST RAPHAEL"
"1289";"50480";"STE MERE EGLISE"
"1290";"33210";"LANGON"
"1291";"62159";"VAULX VRAUCOURT"
"1292";"84260";"SARRIANS"
"1293";"59790";"RONCHIN"
"1294";"22200";"GUINGAMP"
"1295";"45250";"BRIARE"
"1296";"50350";"DONVILLE LES BAINS"
"1297";"58350";"CHATEAUNEUF VAL DE BARGIS"
"1298";"15000";NA
"1299";"9B031";NA
"1300";"59490";"SOMAIN"
"1301";"14370";"ARGENCES"
"1302";"13005";"MARSEILLE 05"
"1303";"65000";"TARBES"
"1304";"99332";NA
"1305";"36330";"LE POINCONNET"
"1306";"69200";"VENISSIEUX"
"1307";"44800";"ST HERBLAIN"
"1308";"18330";"NEUVY SUR BARANGEON"
"1309";"71200";"LE CREUSOT"
"1310";"06230";"VILLEFRANCHE SUR MER"
"1311";"64200";"BIARRITZ"
"1312";"76740";"FONTAINE LE DUN"
"1313";"61570";"BOISCHAMPRE"
"1314";"71500";"LOUHANS"
"1315";"02290";"VIC SUR AISNE"
"1316";"16730";"FLEAC"
"1317";"17600";"SAUJON"
"1318";"91680";"BRUYERES LE CHATEL"
"1319";"33260";"LA TESTE DE BUCH"
"1320";"02110";"BOHAIN EN VERMANDOIS"
"1321";"16000";"ANGOULEME"
"1322";"60140";"LIANCOURT"
"1323";"37460";"GENILLE"
"1324";"06130";"GRASSE"
"1325";"11100";"NARBONNE"
"1326";"10380";"PLANCY L ABBAYE"
"1327";"44160";"PONTCHATEAU"
"1328";"02860";"BRUYERES ET MONTBERAULT"
"1329";"71670";"LE BREUIL"
"1330";"38240";"MEYLAN"
"1331";"45360";"CHATILLON SUR LOIRE"
"1332";"47200";"MARMANDE"
"1333";"56360";"LE PALAIS"
"1334";"03220";"ST LEON"
"1335";"77890";"BEAUMONT DU GATINAIS"
"1336";"41120";"CHAILLES"
"1337";"41250";"MONT PRES CHAMBORD"
"1338";"27250";"RUGLES"
"1339";"59610";"FOURMIES"
"1340";"21510";"AIGNAY LE DUC"
"1341";"81100";"CASTRES"
"1342";"9A000";NA
"1343";"41200";"ROMORANTIN LANTHENAY"
"1344";"36110";"LEVROUX"
"1345";"95740";"FREPILLON"
"1346";"17800";"PONS"
"1347";"89250";"GURGY"
"1348";"71310";"MERVANS"
"1349";"9B012";NA
"1350";"68000";"INGERSHEIM/COLMAR"
"1351";"51370";"ST BRICE COURCELLES"
"1352";"85420";"MAILLEZAIS"
"1353";"14750";"ST AUBIN SUR MER"
"1354";"76550";"OFFRANVILLE"
"1355";"58310";"ST AMAND EN PUISAYE"
"1356";"27490";"LA CROIX ST LEUFROY"
"1357";"39210";"DOMBLANS"
"1358";"71230";"ST VALLIER"
"1359";"18400";"ST FLORENT SUR CHER"
"1360";"81800";"RABASTENS"
"1361";"24120";"TERRASSON LAVILLEDIEU"
"1362";"63170";"AUBIERE"
"1363";"38C02";"MEAUDRE/AUTRANS"
"1364";"55500";"LIGNY EN BARROIS"
"1365";"95560";"MONTSOULT"
"1366";"33430";"BAZAS"
"1367";"77750";"ST CYR SUR MORIN"
"1368";"37110";"CHATEAU RENAULT"
"1369";"78620";"L ETANG LA VILLE"
"1370";"45370";"CLERY ST ANDRE"
"1371";"48230";"CHANAC"
"1372";"16300";"BARBEZIEUX ST HILAIRE"
"1373";"27C04";"NEAUFLES ST MARTIN/BEZU ST ELOI"
"1374";"47150";"MONFLANQUIN"
"1375";"95760";"VALMONDOIS"
"1376";"2AC18";"SARTENE"
"1377";"28320";"GALLARDON"
"1378";"78810";"FEUCHEROLLES"
"1379";"62142";"COLEMBERT"
"1380";"77164";"FERRIERES EN BRIE"
"1381";"85800";"ST GILLES CROIX DE VIE"
"1382";"35650";"LE RHEU"
"1383";"92430";"MARNES LA COQUETTE"
"1384";"45260";"LORRIS"
"1385";"77090";"COLLEGIEN"
"1386";"02460";"LA FERTE MILON"
"1387";"2AC19";"ZONZA/SOTTA/PORTO VECCHIO/PIANOTTOLI CALDARELLO/MO"
"1388";"44490";NA
"1389";"23200";"AUBUSSON"
"1390";"22630";"EVRAN"
"1391";"14360";"TROUVILLE SUR MER"
"1392";"50300";"AVRANCHES"
"1393";"56510";"ST PIERRE QUIBERON"
"1394";"42999";NA
"1395";"14800";"TOUQUES"
"1396";"84130";"LE PONTET"
"1397";"53290";"ST DENIS D ANJOU"
"1398";"60820";"BORAN SUR OISE"
"1399";"07500";"GUILHERAND GRANGES"
"1400";"62700";"BRUAY LA BUISSIERE"
"1401";"33840";"CAPTIEUX"
"1402";"77C06";"LES ORMES SUR VOULZIE/EVERLY"
"1403";"36340";"CLUIS"
"1404";"61360";"PERVENCHERES"
"1405";"58C03";"VILLAPOURCON/ST HONORE LES BAINS"
"1406";"58410";"ENTRAINS SUR NOHAIN"
"1407";"24999";NA
"1408";"41600";"LAMOTTE BEUVRON"
"1409";"44410";"HERBIGNAC"
"1410";"95630";"MERIEL"
"1411";"89530";"ST BRIS LE VINEUX"
"1412";"03700";"BELLERIVE SUR ALLIER"
"1413";"60150";"THOUROTTE"
"1414";"98999";NA
"1415";"91770";"ST VRAIN"
"1416";"58C01";"CHATEAU CHINON VILLE/ARLEUF"
"1417";"27500";"PONT AUDEMER"
"1418";"07230";"LABLACHERE"
"1419";"53000";"LAVAL"
"1420";"36100";"ISSOUDUN"
"1421";"78980";"BREVAL"
"1422";"02700";"TERGNIER"
"1423";"08130";"ATTIGNY"
"1424";"51160";"AY"
"1425";"51520";"SARRY"
"1426";"19100";"BRIVE LA GAILLARDE"
"1427";"50390";"ST SAUVEUR LE VICOMTE"
"1428";"12100";"MILLAU"
"1429";"60C02";"MAREUIL SUR OURCQ/BOURSONNE"
"1430";"55110";"DUN SUR MEUSE"
"1431";"51360";"PRUNAY"
"1432";"76710";"MONTVILLE"
"1433";"2BC04";"VILLE DI PARASO/OLMI CAPPELLA/MURO/L ILE ROUSSE/CO"
"1434";"38C05";"MENS/CORPS"
"1435";"06110";"LE CANNET"
"1436";"59110";"LA MADELEINE"
"1437";"77115";"SIVRY COURTRY"
"1438";"08700";"NOUZONVILLE"
"1439";"89510";"VERON"
"1440";"60310";"LASSIGNY"
"1441";"32100";"CONDOM"
"1442";"10360";"ESSOYES"
"1443";"42000";"ST ETIENNE"
"1444";"77166";"EVRY GREGY SUR YERRE"
"1445";"51200";"EPERNAY"
"1446";"50120";"EQUEURDREVILLE HAINNEVILLE"
"1447";"41370";"JOSNES"
"1448";"37320";"ESVRES"
"1449";"18510";"MENETOU SALON"
"1450";"89380";"APPOIGNY"
"1451";"60840";"BREUIL LE SEC"
"1452";"41400";"MONTRICHARD"
"1453";"57280";"MAIZIERES LES METZ"
"1454";"52500";"FAYL BILLOT"
"1455";"31280";"DREMIL LAFAGE"
"1456";"86800";"ST JULIEN L ARS"
"1457";"37210";"ROCHECORBON"
"1458";"12510";"OLEMPS"
"1459";"29420";"PLOUVORN"
"1460";"21380";"MESSIGNY ET VANTOUX"
"1461";"54500";"VANDOEUVRE LES NANCY"
"1462";"61000";"ALENCON"
"1463";"59130";"LAMBERSART"
"1464";"86530";"NAINTRE"
"1465";"08300";"RETHEL"
"1466";"62129";"ECQUES"
"1467";"13330";"PELISSANNE"
"1468";"57600";"FORBACH"
"1469";"47240";"BON ENCONTRE"
"1470";"02120";"GUISE"
"1471";"60155";"RAINVILLERS"
"1472";"17139";"DOMPIERRE SUR MER"
"1473";"45740";"LAILLY EN VAL"
"1474";"57150";"CREUTZWALD"
"1475";"68127";"STE CROIX EN PLAINE"
"1476";"27100";"VAL DE REUIL"
"1477";"06800";"CAGNES SUR MER"
"1478";"33710";"PUGNAC"
"1479";"29000";"QUIMPER"
